codigo_venda,data,id_loja,produto,quantidade,valor_unitario,valor_final
48927,2019-09-09,Shopping Iguatemi Fortaleza,Tênis Liso,1,266.0,266.0
48928,2019-09-09,Shopping Morumbi,Meia,1,30.0,30.0
48928,2019-09-09,Shopping Morumbi,Camiseta,1,180.0,180.0
48930,2019-09-09,Shopping Center Interlagos,Cinto,5,200.0,1000.0
48930,2019-09-09,Shopping Center Interlagos,Short Liso,2,108.0,216.0
48930,2019-09-09,Shopping Center Interlagos,Sapato Listrado,1,363.0,363.0
48930,2019-09-09,Shopping Center Interlagos,Bermuda,5,150.0,750.0
48931,2019-09-09,Shopping Recife,Camisa Listrado,2,108.0,216.0
48932,2019-09-09,Shopping Vila Velha,Meia Estampa,5,50.0,250.0
48933,2019-09-09,Shopping Morumbi,Calça Linho,2,211.0,422.0
48935,2019-09-09,Shopping Barra,Camisa,1,100.0,100.0
48936,2019-09-09,Shopping SP Market,Cinto Linho,1,248.0,248.0
48937,2019-09-09,Shopping Vila Velha,Terno Estampa,1,706.0,706.0
48939,2019-09-09,Passei das Águas Shopping,Sunga Listrado,2,114.0,228.0
48940,2019-09-09,Norte Shopping,Pulseira Liso,1,87.0,87.0
48941,2019-09-09,Shopping União de Osasco,Calça Listrado,2,181.0,362.0
48942,2019-09-09,Shopping SP Market,Polo,3,130.0,390.0
48942,2019-09-09,Shopping SP Market,Sunga Estampa,2,120.0,240.0
48943,2019-09-09,Shopping União de Osasco,Camiseta,1,180.0,180.0
48945,2019-09-09,Shopping Eldorado,Pulseira,1,70.0,70.0
48945,2019-09-09,Shopping Eldorado,Short Estampa,5,96.0,480.0
48946,2019-09-09,Shopping Iguatemi Fortaleza,Gorro Estampa,3,93.0,279.0
48947,2019-09-09,Rio Mar Shopping Fortaleza,Pulseira Xadrez,4,87.0,348.0
48948,2019-09-09,Center Shopping Uberlândia,Bermuda Liso,4,157.0,628.0
48948,2019-09-09,Center Shopping Uberlândia,Cinto Xadrez,2,215.0,430.0
48949,2019-09-09,Bourbon Shopping SP,Camisa Gola V Listrado,2,116.0,232.0
48949,2019-09-09,Bourbon Shopping SP,Camiseta Liso,4,187.0,748.0
48949,2019-09-09,Bourbon Shopping SP,Tênis,3,250.0,750.0
48949,2019-09-09,Bourbon Shopping SP,Short Xadrez,1,100.0,100.0
48950,2019-09-09,Iguatemi Campinas,Cinto Xadrez,3,215.0,645.0
48950,2019-09-09,Iguatemi Campinas,Terno Listrado,1,709.0,709.0
48951,2019-09-09,Shopping Ibirapuera,Relógio Liso,3,216.0,648.0
48952,2019-09-09,Shopping Iguatemi Fortaleza,Bermuda Estampa,2,169.0,338.0
48953,2019-09-09,Novo Shopping Ribeirão Preto,Meia Liso,1,38.0,38.0
48953,2019-09-09,Novo Shopping Ribeirão Preto,Gorro Estampa,2,93.0,186.0
48954,2019-09-09,Novo Shopping Ribeirão Preto,Meia,3,30.0,90.0
48954,2019-09-09,Novo Shopping Ribeirão Preto,Bermuda Estampa,1,169.0,169.0
48955,2019-09-09,Rio Mar Shopping Fortaleza,Cueca Listrado,1,67.0,67.0
48956,2019-09-09,Rio Mar Shopping Fortaleza,Terno,2,700.0,1400.0
48956,2019-09-09,Rio Mar Shopping Fortaleza,Sunga Liso,3,114.0,342.0
48957,2019-09-09,Center Shopping Uberlândia,Bermuda Xadrez,3,155.0,465.0
48961,2019-09-09,Ribeirão Shopping,Short Liso,2,108.0,216.0
48962,2019-09-09,Shopping Midway Mall,Gorro Liso,1,92.0,92.0
48963,2019-09-09,Shopping SP Market,Calça Linho,2,211.0,422.0
48963,2019-09-09,Shopping SP Market,Polo Listrado,3,149.0,447.0
48964,2019-09-09,Ribeirão Shopping,Sapato Linho,3,391.0,1173.0
48965,2019-09-09,Shopping Eldorado,Cueca Xadrez,2,60.0,120.0
48965,2019-09-09,Shopping Eldorado,Meia Liso,1,38.0,38.0
48966,2019-09-09,Parque Dom Pedro Shopping,Pulseira,1,70.0,70.0
48967,2019-09-09,Bourbon Shopping SP,Cinto Linho,2,248.0,496.0
48967,2019-09-09,Bourbon Shopping SP,Polo Liso,2,137.0,274.0
48968,2019-09-09,Iguatemi Campinas,Pulseira Xadrez,2,87.0,174.0
48968,2019-09-09,Iguatemi Campinas,Tênis Estampa,2,256.0,512.0
48969,2019-09-09,Shopping Vila Velha,Terno Linho,1,750.0,750.0
48969,2019-09-09,Shopping Vila Velha,Camisa Listrado,2,108.0,216.0
48970,2019-09-09,Shopping Vila Velha,Mochila Estampa,1,277.0,277.0
48972,2019-09-09,Iguatemi Campinas,Camiseta,3,180.0,540.0
48972,2019-09-09,Iguatemi Campinas,Gorro Linho,4,124.0,496.0
48972,2019-09-09,Iguatemi Campinas,Short,1,90.0,90.0
48976,2019-09-09,Center Shopping Uberlândia,Sapato,1,350.0,350.0
48976,2019-09-09,Center Shopping Uberlândia,Gorro Listrado,4,97.0,388.0
48976,2019-09-09,Center Shopping Uberlândia,Camisa,3,100.0,300.0
48977,2019-09-09,Palladium Shopping Curitiba,Camisa,4,100.0,400.0
48978,2019-09-09,Rio Mar Recife,Terno Liso,2,720.0,1440.0
48979,2019-09-09,Salvador Shopping,Casaco,3,250.0,750.0
48980,2019-09-09,Shopping Recife,Cinto Listrado,2,214.0,428.0
48981,2019-09-09,Norte Shopping,Terno Listrado,5,709.0,3545.0
48982,2019-09-09,Rio Mar Shopping Fortaleza,Short Liso,5,108.0,540.0
48983,2019-09-09,Iguatemi Esplanada,Terno Listrado,2,709.0,1418.0
48983,2019-09-09,Iguatemi Esplanada,Camisa Gola V Linho,2,145.0,290.0
48984,2019-09-09,Shopping Center Leste Aricanduva,Casaco,3,250.0,750.0
48984,2019-09-09,Shopping Center Leste Aricanduva,Calça,3,170.0,510.0
48984,2019-09-09,Shopping Center Leste Aricanduva,Tênis Listrado,2,262.0,524.0
48985,2019-09-09,Salvador Shopping,Pulseira Liso,2,87.0,174.0
48985,2019-09-09,Salvador Shopping,Bermuda,1,150.0,150.0
48986,2019-09-09,Shopping Recife,Mochila Liso,2,276.0,552.0
48986,2019-09-09,Shopping Recife,Polo Liso,5,137.0,685.0
48987,2019-09-09,Rio Mar Shopping Fortaleza,Calça Liso,1,190.0,190.0
48988,2019-09-09,Palladium Shopping Curitiba,Calça Xadrez,3,185.0,555.0
48988,2019-09-09,Palladium Shopping Curitiba,Sapato Linho,2,391.0,782.0
48988,2019-09-09,Palladium Shopping Curitiba,Cueca,3,50.0,150.0
48990,2019-09-09,Shopping Morumbi,Mochila,1,270.0,270.0
48990,2019-09-09,Shopping Morumbi,Polo Listrado,2,149.0,298.0
48990,2019-09-09,Shopping Morumbi,Camisa,5,100.0,500.0
48990,2019-09-09,Shopping Morumbi,Chinelo Linho,1,105.0,105.0
48990,2019-09-09,Shopping Morumbi,Chinelo Xadrez,2,66.0,132.0
48990,2019-09-09,Shopping Morumbi,Cinto Xadrez,3,215.0,645.0
48991,2019-09-09,Shopping Morumbi,Cueca,1,50.0,50.0
48992,2019-09-09,Palladium Shopping Curitiba,Camisa Estampa,1,113.0,113.0
48992,2019-09-09,Palladium Shopping Curitiba,Tênis Linho,5,294.0,1470.0
48993,2019-09-09,Shopping Center Leste Aricanduva,Sapato Xadrez,1,368.0,368.0
48994,2019-09-09,Novo Shopping Ribeirão Preto,Gorro Linho,2,124.0,248.0
48994,2019-09-09,Novo Shopping Ribeirão Preto,Gorro Listrado,1,97.0,97.0
48994,2019-09-09,Novo Shopping Ribeirão Preto,Camisa Gola V,2,100.0,200.0
48995,2019-09-09,Salvador Shopping,Bermuda Liso,1,157.0,157.0
48995,2019-09-09,Salvador Shopping,Tênis Liso,4,266.0,1064.0
48995,2019-09-09,Salvador Shopping,Polo Xadrez,1,142.0,142.0
48995,2019-09-09,Salvador Shopping,Sunga Estampa,2,120.0,240.0
48996,2019-09-09,Passei das Águas Shopping,Pulseira Liso,4,87.0,348.0
48996,2019-09-09,Passei das Águas Shopping,Pulseira Liso,2,87.0,174.0
48996,2019-09-09,Passei das Águas Shopping,Gorro Liso,5,92.0,460.0
48997,2019-09-09,Shopping Center Interlagos,Relógio Liso,1,216.0,216.0
48997,2019-09-09,Shopping Center Interlagos,Short Listrado,1,102.0,102.0
48997,2019-09-09,Shopping Center Interlagos,Chinelo Estampa,3,74.0,222.0
48997,2019-09-09,Shopping Center Interlagos,Camisa Gola V Liso,2,118.0,236.0
48998,2019-09-09,Salvador Shopping,Sunga Listrado,4,114.0,456.0
48999,2019-09-09,Shopping Morumbi,Pulseira Listrado,3,79.0,237.0
49000,2019-09-09,Shopping Ibirapuera,Calça Listrado,3,181.0,543.0
49000,2019-09-09,Shopping Ibirapuera,Sapato,2,350.0,700.0
49001,2019-09-09,Salvador Shopping,Pulseira Listrado,1,79.0,79.0
49001,2019-09-09,Salvador Shopping,Camisa Gola V Listrado,1,116.0,116.0
49002,2019-09-09,Shopping SP Market,Sunga Linho,2,149.0,298.0
49002,2019-09-09,Shopping SP Market,Short Liso,1,108.0,108.0
49003,2019-09-09,Shopping Eldorado,Terno Listrado,2,709.0,1418.0
49005,2019-09-09,Shopping Recife,Chinelo Xadrez,3,66.0,198.0
49007,2019-09-09,Passei das Águas Shopping,Terno Liso,1,720.0,720.0
49008,2019-09-09,Passei das Águas Shopping,Sapato Listrado,3,363.0,1089.0
49008,2019-09-09,Passei das Águas Shopping,Pulseira Listrado,1,79.0,79.0
49009,2019-09-09,Palladium Shopping Curitiba,Chinelo,1,60.0,60.0
49010,2019-09-09,Shopping Vila Velha,Cueca Liso,3,69.0,207.0
49011,2019-09-09,Shopping Eldorado,Mochila Listrado,2,275.0,550.0
49012,2019-09-09,Rio Mar Shopping Fortaleza,Polo Xadrez,2,142.0,284.0
49012,2019-09-09,Rio Mar Shopping Fortaleza,Relógio,2,200.0,400.0
49013,2019-09-09,Shopping Morumbi,Sunga Estampa,2,120.0,240.0
49014,2019-09-09,Shopping Vila Velha,Chinelo Xadrez,5,66.0,330.0
49015,2019-09-09,Shopping Morumbi,Tênis,3,250.0,750.0
49015,2019-09-09,Shopping Morumbi,Cinto Liso,3,209.0,627.0
49015,2019-09-09,Shopping Morumbi,Casaco,1,250.0,250.0
49016,2019-09-09,Rio Mar Shopping Fortaleza,Bermuda Xadrez,3,155.0,465.0
49017,2019-09-09,Iguatemi Esplanada,Camisa Gola V Listrado,1,116.0,116.0
49017,2019-09-09,Iguatemi Esplanada,Pulseira Liso,2,87.0,174.0
49018,2019-09-09,Ribeirão Shopping,Gorro Xadrez,1,85.0,85.0
49018,2019-09-09,Ribeirão Shopping,Mochila,1,270.0,270.0
49019,2019-09-09,Bourbon Shopping SP,Casaco Linho,2,299.0,598.0
49019,2019-09-09,Bourbon Shopping SP,Gorro Xadrez,1,85.0,85.0
49020,2019-09-09,Shopping Ibirapuera,Pulseira,3,70.0,210.0
49020,2019-09-09,Shopping Ibirapuera,Chinelo,2,60.0,120.0
49022,2019-09-09,Iguatemi Esplanada,Camisa Linho,1,141.0,141.0
49023,2019-09-09,Shopping Midway Mall,Camiseta,3,180.0,540.0
49023,2019-09-09,Shopping Midway Mall,Casaco Linho,3,299.0,897.0
49024,2019-09-09,Shopping Barra,Cueca Listrado,3,67.0,201.0
49024,2019-09-09,Shopping Barra,Chinelo Estampa,1,74.0,74.0
49024,2019-09-09,Shopping Barra,Cueca Linho,2,93.0,186.0
49024,2019-09-09,Shopping Barra,Terno Xadrez,4,709.0,2836.0
49025,2019-09-09,Shopping Center Leste Aricanduva,Terno Linho,4,750.0,3000.0
49026,2019-09-09,Shopping Barra,Sapato Estampa,3,358.0,1074.0
49026,2019-09-09,Shopping Barra,Cueca,1,50.0,50.0
49027,2019-09-09,Iguatemi Campinas,Camisa Gola V Estampa,1,118.0,118.0
49027,2019-09-09,Iguatemi Campinas,Pulseira,3,70.0,210.0
49030,2019-09-09,Shopping SP Market,Terno Estampa,1,706.0,706.0
49030,2019-09-09,Shopping SP Market,Meia Liso,3,38.0,114.0
49031,2019-09-09,Shopping Ibirapuera,Relógio Xadrez,1,214.0,214.0
49031,2019-09-09,Shopping Ibirapuera,Calça Xadrez,3,185.0,555.0
49032,2019-09-09,Center Shopping Uberlândia,Calça Liso,4,190.0,760.0
49032,2019-09-09,Center Shopping Uberlândia,Cinto Estampa,3,209.0,627.0
49034,2019-09-09,Shopping Midway Mall,Polo,3,130.0,390.0
49034,2019-09-09,Shopping Midway Mall,Terno Xadrez,1,709.0,709.0
49035,2019-09-10,Parque Dom Pedro Shopping,Sapato Linho,1,391.0,391.0
49036,2019-09-10,Shopping Vila Velha,Sapato Listrado,2,363.0,726.0
49036,2019-09-10,Shopping Vila Velha,Bermuda Xadrez,1,155.0,155.0
49037,2019-09-10,Shopping Iguatemi Fortaleza,Terno Estampa,2,706.0,1412.0
49037,2019-09-10,Shopping Iguatemi Fortaleza,Sapato,1,350.0,350.0
49039,2019-09-10,Shopping Recife,Pulseira Liso,2,87.0,174.0
49039,2019-09-10,Shopping Recife,Tênis Xadrez,3,259.0,777.0
49039,2019-09-10,Shopping Recife,Chinelo Xadrez,5,66.0,330.0
49039,2019-09-10,Shopping Recife,Camisa Estampa,3,113.0,339.0
49040,2019-09-10,Iguatemi Campinas,Bermuda Xadrez,1,155.0,155.0
49041,2019-09-10,Shopping Barra,Gorro Xadrez,4,85.0,340.0
49042,2019-09-10,Shopping Iguatemi Fortaleza,Meia Estampa,1,50.0,50.0
49043,2019-09-10,Shopping Eldorado,Mochila Listrado,4,275.0,1100.0
49043,2019-09-10,Shopping Eldorado,Calça Liso,3,190.0,570.0
49044,2019-09-10,Center Shopping Uberlândia,Sunga Listrado,2,114.0,228.0
49045,2019-09-10,Parque Dom Pedro Shopping,Casaco Xadrez,2,259.0,518.0
49046,2019-09-10,Shopping Vila Velha,Chinelo Estampa,1,74.0,74.0
49046,2019-09-10,Shopping Vila Velha,Sunga Linho,3,149.0,447.0
49047,2019-09-10,Rio Mar Shopping Fortaleza,Meia Estampa,2,50.0,100.0
49048,2019-09-10,Iguatemi Esplanada,Meia Linho,3,78.0,234.0
49049,2019-09-10,Norte Shopping,Mochila,1,270.0,270.0
49049,2019-09-10,Norte Shopping,Bermuda Estampa,5,169.0,845.0
49050,2019-09-10,Iguatemi Esplanada,Sapato Liso,4,368.0,1472.0
49050,2019-09-10,Iguatemi Esplanada,Calça Liso,1,190.0,190.0
49050,2019-09-10,Iguatemi Esplanada,Tênis,1,250.0,250.0
49051,2019-09-10,Shopping Ibirapuera,Camisa Liso,2,105.0,210.0
49052,2019-09-10,Bourbon Shopping SP,Sunga Liso,4,114.0,456.0
49053,2019-09-10,Shopping Midway Mall,Camiseta Listrado,1,197.0,197.0
49054,2019-09-10,Rio Mar Recife,Short Xadrez,2,100.0,200.0
49055,2019-09-10,Rio Mar Recife,Meia,1,30.0,30.0
49056,2019-09-10,Shopping Midway Mall,Cueca Xadrez,1,60.0,60.0
49056,2019-09-10,Shopping Midway Mall,Calça Listrado,2,181.0,362.0
49056,2019-09-10,Shopping Midway Mall,Gorro Listrado,3,97.0,291.0
49056,2019-09-10,Shopping Midway Mall,Mochila Linho,1,311.0,311.0
49058,2019-09-10,Iguatemi Esplanada,Meia Xadrez,1,41.0,41.0
49059,2019-09-10,Novo Shopping Ribeirão Preto,Short Listrado,2,102.0,204.0
49059,2019-09-10,Novo Shopping Ribeirão Preto,Sunga Liso,1,114.0,114.0
49059,2019-09-10,Novo Shopping Ribeirão Preto,Gorro Estampa,1,93.0,93.0
49060,2019-09-10,Shopping Vila Velha,Sunga,3,100.0,300.0
49060,2019-09-10,Shopping Vila Velha,Sapato Listrado,1,363.0,363.0
49060,2019-09-10,Shopping Vila Velha,Sunga Xadrez,1,116.0,116.0
49061,2019-09-10,Center Shopping Uberlândia,Sunga,1,100.0,100.0
49061,2019-09-10,Center Shopping Uberlândia,Polo Estampa,2,138.0,276.0
49062,2019-09-10,Shopping Morumbi,Relógio Xadrez,1,214.0,214.0
49064,2019-09-10,Rio Mar Recife,Tênis Listrado,3,262.0,786.0
49066,2019-09-10,Norte Shopping,Meia Linho,5,78.0,390.0
49066,2019-09-10,Norte Shopping,Pulseira Listrado,2,79.0,158.0
49066,2019-09-10,Norte Shopping,Pulseira Listrado,3,79.0,237.0
49067,2019-09-10,Shopping Midway Mall,Terno Liso,4,720.0,2880.0
49067,2019-09-10,Shopping Midway Mall,Chinelo,1,60.0,60.0
49068,2019-09-10,Norte Shopping,Terno Xadrez,1,709.0,709.0
49068,2019-09-10,Norte Shopping,Tênis Xadrez,1,259.0,259.0
49068,2019-09-10,Norte Shopping,Bermuda Listrado,1,163.0,163.0
49068,2019-09-10,Norte Shopping,Chinelo Estampa,1,74.0,74.0
49068,2019-09-10,Norte Shopping,Meia,2,30.0,60.0
49068,2019-09-10,Norte Shopping,Cueca Estampa,1,66.0,66.0
49069,2019-09-10,Iguatemi Campinas,Chinelo Liso,1,71.0,71.0
49070,2019-09-10,Shopping Center Interlagos,Camisa Gola V Liso,4,118.0,472.0
49070,2019-09-10,Shopping Center Interlagos,Calça Liso,1,190.0,190.0
49070,2019-09-10,Shopping Center Interlagos,Camiseta Linho,1,223.0,223.0
49071,2019-09-10,Shopping Center Interlagos,Bermuda,3,150.0,450.0
49072,2019-09-10,Parque Dom Pedro Shopping,Camisa,2,100.0,200.0
49073,2019-09-10,Shopping União de Osasco,Sunga Linho,4,149.0,596.0
49073,2019-09-10,Shopping União de Osasco,Polo Liso,2,137.0,274.0
49074,2019-09-10,Rio Mar Shopping Fortaleza,Tênis,3,250.0,750.0
49074,2019-09-10,Rio Mar Shopping Fortaleza,Calça Linho,4,211.0,844.0
49075,2019-09-10,Shopping União de Osasco,Mochila Xadrez,3,283.0,849.0
49076,2019-09-10,Iguatemi Esplanada,Camiseta Estampa,2,196.0,392.0
49077,2019-09-10,Shopping Morumbi,Meia Xadrez,2,41.0,82.0
49077,2019-09-10,Shopping Morumbi,Meia Estampa,2,50.0,100.0
49078,2019-09-10,Shopping SP Market,Relógio Xadrez,3,214.0,642.0
49078,2019-09-10,Shopping SP Market,Gorro Liso,1,92.0,92.0
49078,2019-09-10,Shopping SP Market,Pulseira,1,70.0,70.0
49078,2019-09-10,Shopping SP Market,Relógio Listrado,4,218.0,872.0
49079,2019-09-10,Salvador Shopping,Tênis Linho,1,294.0,294.0
49079,2019-09-10,Salvador Shopping,Calça Liso,3,190.0,570.0
49079,2019-09-10,Salvador Shopping,Relógio Estampa,2,219.0,438.0
49081,2019-09-10,Shopping Iguatemi Fortaleza,Short Listrado,3,102.0,306.0
49081,2019-09-10,Shopping Iguatemi Fortaleza,Cueca Xadrez,1,60.0,60.0
49082,2019-09-10,Shopping Barra,Casaco,5,250.0,1250.0
49083,2019-09-10,Rio Mar Shopping Fortaleza,Chinelo Xadrez,3,66.0,198.0
49086,2019-09-10,Rio Mar Shopping Fortaleza,Terno Estampa,2,706.0,1412.0
49087,2019-09-10,Parque Dom Pedro Shopping,Chinelo,2,60.0,120.0
49087,2019-09-10,Parque Dom Pedro Shopping,Camisa Gola V Liso,1,118.0,118.0
49088,2019-09-10,Shopping Iguatemi Fortaleza,Sapato Linho,1,391.0,391.0
49088,2019-09-10,Shopping Iguatemi Fortaleza,Sunga Xadrez,1,116.0,116.0
49088,2019-09-10,Shopping Iguatemi Fortaleza,Mochila Linho,3,311.0,933.0
49089,2019-09-10,Shopping Center Interlagos,Bermuda Linho,1,195.0,195.0
49089,2019-09-10,Shopping Center Interlagos,Tênis Linho,1,294.0,294.0
49089,2019-09-10,Shopping Center Interlagos,Chinelo Linho,1,105.0,105.0
49091,2019-09-10,Shopping Recife,Tênis Listrado,3,262.0,786.0
49093,2019-09-10,Iguatemi Campinas,Chinelo Xadrez,1,66.0,66.0
49093,2019-09-10,Iguatemi Campinas,Sapato Linho,2,391.0,782.0
49094,2019-09-10,Shopping Ibirapuera,Relógio Xadrez,1,214.0,214.0
49094,2019-09-10,Shopping Ibirapuera,Meia Listrado,2,37.0,74.0
49096,2019-09-10,Salvador Shopping,Gorro Liso,1,92.0,92.0
49098,2019-09-10,Shopping Center Interlagos,Short,1,90.0,90.0
49099,2019-09-10,Novo Shopping Ribeirão Preto,Camiseta Xadrez,2,200.0,400.0
49102,2019-09-10,Norte Shopping,Camisa Liso,3,105.0,315.0
49103,2019-09-10,Norte Shopping,Casaco Estampa,3,256.0,768.0
49104,2019-09-10,Shopping Ibirapuera,Terno Listrado,1,709.0,709.0
49104,2019-09-10,Shopping Ibirapuera,Casaco Estampa,2,256.0,512.0
49109,2019-09-10,Ribeirão Shopping,Short,1,90.0,90.0
49110,2019-09-10,Shopping SP Market,Sapato Xadrez,1,368.0,368.0
49110,2019-09-10,Shopping SP Market,Relógio Listrado,4,218.0,872.0
49110,2019-09-10,Shopping SP Market,Mochila Estampa,1,277.0,277.0
49111,2019-09-10,Shopping Recife,Sunga Linho,4,149.0,596.0
49112,2019-09-10,Rio Mar Recife,Sapato Xadrez,2,368.0,736.0
49112,2019-09-10,Rio Mar Recife,Meia Liso,1,38.0,38.0
49112,2019-09-10,Rio Mar Recife,Camisa Listrado,3,108.0,324.0
49113,2019-09-10,Shopping Barra,Camisa Liso,4,105.0,420.0
49114,2019-09-10,Shopping Iguatemi Fortaleza,Casaco Xadrez,1,259.0,259.0
49114,2019-09-10,Shopping Iguatemi Fortaleza,Tênis Listrado,3,262.0,786.0
49115,2019-09-10,Iguatemi Esplanada,Cinto Xadrez,1,215.0,215.0
49115,2019-09-10,Iguatemi Esplanada,Polo Listrado,3,149.0,447.0
49116,2019-09-10,Center Shopping Uberlândia,Polo Linho,2,176.0,352.0
49116,2019-09-10,Center Shopping Uberlândia,Camisa Gola V Listrado,1,116.0,116.0
49116,2019-09-10,Center Shopping Uberlândia,Polo Liso,2,137.0,274.0
49117,2019-09-10,Rio Mar Shopping Fortaleza,Pulseira Estampa,2,87.0,174.0
49117,2019-09-10,Rio Mar Shopping Fortaleza,Sunga Liso,1,114.0,114.0
49118,2019-09-10,Rio Mar Recife,Polo Estampa,5,138.0,690.0
49118,2019-09-10,Rio Mar Recife,Chinelo Linho,1,105.0,105.0
49121,2019-09-10,Shopping Recife,Camiseta Listrado,2,197.0,394.0
49121,2019-09-10,Shopping Recife,Casaco Linho,1,299.0,299.0
49123,2019-09-10,Shopping Ibirapuera,Mochila Listrado,3,275.0,825.0
49123,2019-09-10,Shopping Ibirapuera,Tênis Estampa,2,256.0,512.0
49123,2019-09-10,Shopping Ibirapuera,Calça Liso,2,190.0,380.0
49124,2019-09-10,Rio Mar Shopping Fortaleza,Terno Linho,2,750.0,1500.0
49126,2019-09-10,Shopping Eldorado,Chinelo,1,60.0,60.0
49127,2019-09-10,Parque Dom Pedro Shopping,Terno Listrado,2,709.0,1418.0
49127,2019-09-10,Parque Dom Pedro Shopping,Calça Linho,2,211.0,422.0
49127,2019-09-10,Parque Dom Pedro Shopping,Sapato Listrado,1,363.0,363.0
49127,2019-09-10,Parque Dom Pedro Shopping,Gorro Listrado,2,97.0,194.0
49127,2019-09-10,Parque Dom Pedro Shopping,Relógio,3,200.0,600.0
49128,2019-09-10,Novo Shopping Ribeirão Preto,Calça Listrado,3,181.0,543.0
49129,2019-09-10,Bourbon Shopping SP,Tênis Liso,1,266.0,266.0
49129,2019-09-10,Bourbon Shopping SP,Camiseta Xadrez,2,200.0,400.0
49129,2019-09-10,Bourbon Shopping SP,Chinelo Liso,3,71.0,213.0
49130,2019-09-10,Rio Mar Recife,Short Liso,2,108.0,216.0
49130,2019-09-10,Rio Mar Recife,Gorro Estampa,5,93.0,465.0
49131,2019-09-10,Shopping Morumbi,Polo Liso,2,137.0,274.0
49131,2019-09-10,Shopping Morumbi,Casaco Liso,1,255.0,255.0
49132,2019-09-10,Palladium Shopping Curitiba,Pulseira,1,70.0,70.0
49132,2019-09-10,Palladium Shopping Curitiba,Casaco Listrado,2,269.0,538.0
49133,2019-09-10,Shopping Iguatemi Fortaleza,Calça Liso,1,190.0,190.0
49134,2019-09-10,Novo Shopping Ribeirão Preto,Bermuda Linho,4,195.0,780.0
49136,2019-09-10,Center Shopping Uberlândia,Camisa Gola V,1,100.0,100.0
49136,2019-09-10,Center Shopping Uberlândia,Meia Linho,5,78.0,390.0
49137,2019-09-10,Passei das Águas Shopping,Camisa Gola V Liso,1,118.0,118.0
49137,2019-09-10,Passei das Águas Shopping,Pulseira Listrado,3,79.0,237.0
49138,2019-09-10,Shopping SP Market,Bermuda Estampa,4,169.0,676.0
49138,2019-09-10,Shopping SP Market,Short Xadrez,2,100.0,200.0
49138,2019-09-10,Shopping SP Market,Bermuda Xadrez,2,155.0,310.0
49138,2019-09-10,Shopping SP Market,Chinelo Xadrez,1,66.0,66.0
49138,2019-09-10,Shopping SP Market,Short Linho,5,133.0,665.0
49139,2019-09-10,Bourbon Shopping SP,Casaco Listrado,2,269.0,538.0
49140,2019-09-10,Passei das Águas Shopping,Camisa Gola V Linho,1,145.0,145.0
49141,2019-09-10,Shopping Midway Mall,Terno,5,700.0,3500.0
49141,2019-09-10,Shopping Midway Mall,Tênis Linho,1,294.0,294.0
49142,2019-09-10,Shopping Barra,Relógio Linho,1,240.0,240.0
49142,2019-09-10,Shopping Barra,Gorro,3,80.0,240.0
49143,2019-09-10,Norte Shopping,Pulseira Estampa,2,87.0,174.0
49145,2019-09-10,Shopping Center Leste Aricanduva,Sunga Linho,4,149.0,596.0
49146,2019-09-10,Ribeirão Shopping,Sapato Estampa,3,358.0,1074.0
49148,2019-09-10,Bourbon Shopping SP,Terno Liso,2,720.0,1440.0
49148,2019-09-10,Bourbon Shopping SP,Casaco Linho,2,299.0,598.0
49148,2019-09-10,Bourbon Shopping SP,Camisa Linho,1,141.0,141.0
49149,2019-09-10,Shopping Midway Mall,Chinelo Estampa,5,74.0,370.0
49150,2019-09-10,Shopping SP Market,Camiseta Estampa,2,196.0,392.0
49151,2019-09-10,Shopping Center Leste Aricanduva,Casaco Estampa,3,256.0,768.0
49152,2019-09-10,Shopping Barra,Short Estampa,1,96.0,96.0
49153,2019-09-10,Shopping Barra,Camisa Xadrez,1,105.0,105.0
49153,2019-09-10,Shopping Barra,Chinelo Linho,2,105.0,210.0
49154,2019-09-10,Shopping Center Interlagos,Tênis Liso,1,266.0,266.0
49154,2019-09-10,Shopping Center Interlagos,Short Xadrez,2,100.0,200.0
49154,2019-09-10,Shopping Center Interlagos,Cinto Estampa,2,209.0,418.0
49155,2019-09-10,Shopping Morumbi,Cueca,4,50.0,200.0
49155,2019-09-10,Shopping Morumbi,Cueca Linho,1,93.0,93.0
49156,2019-09-10,Shopping Eldorado,Relógio Linho,1,240.0,240.0
49157,2019-09-10,Palladium Shopping Curitiba,Casaco Linho,1,299.0,299.0
49158,2019-09-10,Shopping Vila Velha,Camisa Gola V Xadrez,1,107.0,107.0
49158,2019-09-10,Shopping Vila Velha,Mochila Listrado,1,275.0,275.0
49159,2019-09-10,Shopping Vila Velha,Sunga Linho,1,149.0,149.0
49159,2019-09-10,Shopping Vila Velha,Tênis Xadrez,3,259.0,777.0
49160,2019-09-10,Shopping Iguatemi Fortaleza,Cinto,5,200.0,1000.0
49161,2019-09-10,Salvador Shopping,Mochila Linho,1,311.0,311.0
49162,2019-09-10,Shopping Center Leste Aricanduva,Camiseta Liso,3,187.0,561.0
49162,2019-09-10,Shopping Center Leste Aricanduva,Camisa Gola V Estampa,2,118.0,236.0
49162,2019-09-10,Shopping Center Leste Aricanduva,Cinto,2,200.0,400.0
49164,2019-09-10,Shopping Midway Mall,Chinelo Linho,1,105.0,105.0
49164,2019-09-10,Shopping Midway Mall,Cueca Liso,2,69.0,138.0
49164,2019-09-10,Shopping Midway Mall,Camiseta Linho,1,223.0,223.0
